Timestamp,Q1 T1 (us),Q1 T1 sigma,Q1 T4 (us),Q4 T1 sigma,mux Q1 T1 (us),muxQ1 T1 sigma,mux Q4 T1 (us),muxQ4 T1 sigma
2025-05-11 06:46:48,21.752083,1.581473,43.359741,3.204336,17.202600,1.261075,44.057091,2.730179
2025-05-11 06:54:27,23.318878,1.521035,40.675250,2.409182,16.732989,0.996279,42.589661,2.405148
2025-05-11 07:02:08,27.213400,1.433285,42.273673,2.717451,15.179036,0.647767,42.821127,3.051332
2025-05-11 07:09:48,26.573572,1.200793,45.377638,2.083202,17.474791,1.108317,57.501434,4.091728
2025-05-11 07:17:29,25.910458,1.396809,54.880429,3.336285,15.700628,0.757835,55.241741,3.286936
2025-05-11 07:25:10,25.921404,1.404993,50.461594,2.229832,16.589317,0.924010,50.726913,2.993602
2025-05-11 07:32:50,27.860747,1.248190,44.730818,2.930930,15.734799,0.994704,55.655619,4.135599
2025-05-11 07:40:31,27.033015,1.385475,51.567558,2.859272,14.812594,0.675183,48.702583,2.979686
2025-05-11 07:48:12,37.640024,2.063068,46.460891,2.899654,23.065953,1.189424,47.816001,2.586555
2025-05-11 07:55:52,34.679334,2.398185,49.995794,2.826470,22.158044,1.054019,46.589258,2.903904
2025-05-11 08:03:33,35.550523,2.320613,52.276701,3.231154,22.030421,1.052170,61.206856,4.327621
2025-05-11 08:11:14,33.762026,1.771997,51.654073,3.069588,21.411547,1.373616,52.578191,3.489306
2025-05-11 08:18:55,27.618713,1.839161,40.419024,1.925745,23.778134,1.401845,57.560366,3.529844
2025-05-11 08:26:35,34.319197,2.121718,50.215026,3.290052,23.192820,1.281939,54.282427,3.784315
2025-05-11 08:34:16,34.034687,2.018473,53.666531,3.634168,21.925738,1.314301,51.687497,3.254627
2025-05-11 08:41:56,34.533772,1.881422,52.415040,2.903431,21.164793,1.142603,52.070116,2.931631
2025-05-11 08:49:37,36.258102,2.122321,49.457903,3.495378,24.099448,1.294916,53.553004,3.611848
2025-05-11 08:57:18,35.281595,2.313035,51.899071,2.824177,22.456430,1.389076,50.142770,2.878444
2025-05-11 09:04:59,35.643550,2.452364,47.817811,3.423903,20.899150,1.107201,53.178977,3.808371
2025-05-11 09:12:40,28.536417,2.421897,45.169200,2.225338,24.911639,1.582974,44.387670,1.949335
2025-05-11 09:20:20,29.239107,1.496006,51.314130,4.174473,23.149075,1.238998,52.415439,2.852672
2025-05-11 09:28:01,33.762078,2.310545,50.952125,3.339196,20.851184,1.111271,57.966075,3.797590
2025-05-11 09:35:42,36.686490,2.475741,49.497979,3.373992,22.723898,1.182105,50.397372,3.328580
2025-05-11 09:43:22,30.852452,2.093420,46.698804,2.782277,22.630491,1.539588,46.667171,2.574400
2025-05-11 09:51:03,30.077388,1.994200,57.666703,4.257050,27.469091,2.101021,49.379309,2.590508
2025-05-11 09:58:44,30.355319,1.841459,48.310508,3.526056,22.855010,1.208642,54.410561,3.125513
2025-05-11 10:06:24,31.461817,2.294544,52.187723,3.088907,20.617117,1.276376,58.646839,3.138169
2025-05-11 10:14:05,32.927115,2.035166,51.609712,3.501735,22.139365,1.144048,52.624239,3.050133
2025-05-11 10:21:46,31.218778,1.869147,49.471438,3.646113,22.614359,1.072283,55.375338,3.959349
2025-05-11 10:29:26,32.863648,2.170244,48.508514,2.826687,21.089785,1.160425,57.874605,4.402672
2025-05-11 10:37:07,36.416129,1.767087,48.635198,3.324236,21.492444,1.064929,61.095081,5.041884
2025-05-11 10:44:48,34.589994,1.846313,47.192247,3.041600,22.519756,1.297204,55.434497,2.826575
2025-05-11 10:52:28,38.084004,1.846921,58.463913,3.508101,22.544023,1.248804,52.646402,3.610561
2025-05-11 11:00:09,37.734918,1.687638,54.959548,4.092897,19.844679,1.111680,50.616534,2.947037
2025-05-11 11:07:50,36.086291,1.802121,59.392487,4.049800,21.189331,1.136512,53.956008,3.358331
2025-05-11 11:15:30,32.022235,1.790821,50.172182,3.354946,22.469339,1.403244,56.952673,3.678720
2025-05-11 11:23:11,37.105292,2.171909,55.054814,3.809632,21.394873,1.102387,55.833110,4.334882
2025-05-11 11:30:52,36.891734,2.075797,53.525597,2.939244,22.269377,1.023250,54.475845,2.786836
2025-05-11 11:38:33,34.134840,2.558737,55.556330,4.123650,22.699863,1.175654,53.527724,2.949919
2025-05-11 11:46:14,37.804512,1.777741,49.889641,2.937137,21.091216,1.021872,51.461980,2.868244
2025-05-11 11:53:54,34.043087,1.965845,53.483568,3.724688,23.321704,1.251562,60.510137,3.944054
2025-05-11 12:01:35,35.162338,1.577672,62.648642,4.775351,22.134591,1.071980,63.179786,4.349089
2025-05-11 12:09:16,30.025406,1.574303,52.677922,3.931696,20.842622,0.798717,57.917807,4.831105
2025-05-11 12:16:57,38.070935,2.036884,48.956248,3.444006,22.751827,1.293066,54.648886,3.942819
2025-05-11 12:24:37,34.030419,1.784038,51.475293,4.070858,21.619430,1.122323,58.988677,5.059104
2025-05-11 12:32:18,36.074519,1.567598,59.426062,4.157402,22.561867,1.224567,66.616618,5.001885
2025-05-11 12:39:58,33.020197,2.198022,55.284103,3.906206,26.021773,1.920274,52.313834,2.447548
2025-05-11 12:47:39,33.813573,2.310063,45.325835,3.140636,21.799904,1.204409,53.594305,3.291770
2025-05-11 12:55:20,32.608450,1.405199,54.118676,3.731981,21.708712,1.073649,57.710183,4.353869
2025-05-11 13:03:00,37.609064,1.469750,51.412628,3.296724,21.374835,1.103322,55.213233,4.204172
2025-05-11 13:10:41,44.296773,2.113006,54.909852,3.902785,25.549889,1.037263,53.006162,3.217452
2025-05-11 13:18:22,44.565361,2.658395,57.116948,3.508920,26.085130,1.122140,56.161265,2.762652
2025-05-11 13:26:02,51.435520,2.478016,56.580868,3.649960,28.367322,1.121331,51.459899,2.655521
2025-05-11 13:33:43,44.763895,1.944918,57.754415,3.498655,25.072980,1.162871,51.766545,3.188011
2025-05-11 13:41:24,46.998073,2.369725,52.665102,3.378075,27.273128,1.271466,55.911373,4.001894
2025-05-11 13:49:04,47.399212,2.436509,49.605333,3.198915,24.984353,0.916743,50.299892,3.427707
2025-05-11 13:56:45,43.123695,1.892839,52.103705,3.492767,25.644980,1.155905,53.313594,3.358179
2025-05-11 14:04:26,43.103672,2.514212,57.080296,4.165282,25.497784,1.116690,56.955004,4.284465
2025-05-11 14:12:06,45.012023,2.198971,47.208694,3.365903,24.570753,0.982267,49.162845,3.082379
2025-05-11 14:19:47,48.740169,2.408450,54.259260,4.484431,24.892139,1.084874,55.085248,3.179333
2025-05-11 14:27:28,47.751307,1.956357,57.614298,4.601497,25.001240,1.062841,46.547061,2.106838
2025-05-11 14:35:09,43.425125,2.562573,46.758361,2.421280,23.524843,0.985393,47.826084,3.030131
2025-05-11 14:42:50,43.979189,2.531626,55.228711,3.393553,24.657985,1.080987,58.777027,4.447915
2025-05-11 14:50:31,38.118158,2.355167,47.033721,2.989350,25.105632,1.036940,57.741673,3.518003
2025-05-11 14:58:11,41.746751,1.837436,54.571811,3.944013,23.990403,0.967104,56.953875,4.845489
2025-05-11 15:05:52,45.857271,3.400329,57.897006,4.117741,25.931106,1.226789,49.891417,3.823795
2025-05-11 15:13:33,39.352451,2.138211,50.478562,3.643537,22.938449,0.875506,53.141719,3.050619
2025-05-11 15:21:13,38.803344,2.405986,52.803490,3.011664,25.272911,1.182231,50.737280,3.536707
2025-05-11 15:28:54,46.540434,2.319537,56.479987,3.644247,24.171846,1.046018,54.316780,4.522291
2025-05-11 15:36:35,36.276795,1.686119,43.053590,2.446118,24.337933,1.071417,49.145682,2.869628
2025-05-11 15:44:15,37.588892,2.427083,51.286975,3.156304,22.644685,1.163152,51.735515,3.120000
2025-05-11 15:51:56,39.241442,2.158592,50.278711,3.369457,23.848838,1.012971,49.658073,3.157020
2025-05-11 15:59:37,34.087288,2.346815,54.729416,3.003300,25.190241,1.334673,51.159928,3.752910
2025-05-11 16:07:16,41.167765,1.926095,58.240079,4.219171,28.492364,1.729538,52.626400,3.177262
2025-05-11 16:14:56,33.349495,2.713904,52.798390,3.391564,26.599206,1.360776,46.781389,2.544674
2025-05-11 16:22:37,37.643020,2.565128,47.694225,2.849964,26.116656,1.287982,53.215325,3.274477
2025-05-11 16:30:17,41.722026,2.343561,52.784181,4.036671,26.017459,1.428896,47.782141,3.105568
2025-05-11 16:37:58,35.512020,2.345390,53.392203,3.740317,25.381563,1.427528,59.701324,4.551754
2025-05-11 16:45:39,36.684273,2.944059,55.727728,5.208462,26.402862,1.325150,53.279837,4.016517
2025-05-11 16:53:20,40.022845,2.306732,55.669900,4.305363,24.628022,1.393236,51.950189,4.179735
2025-05-11 17:01:00,39.095881,2.859465,55.624708,4.178013,24.335852,1.177137,50.603508,4.107727
2025-05-11 17:08:41,36.270037,3.553442,46.420756,3.041736,26.601090,1.312479,46.619863,3.235120
2025-05-11 17:16:21,34.493715,2.417927,53.568118,3.799957,27.791220,1.460372,61.566658,5.403088
2025-05-11 17:24:02,37.560310,2.556035,51.197598,3.479610,25.313951,1.422196,48.780128,3.367898
