Timestamp,Q1 T1 (us),Q1 T1 sigma,Q1 T4 (us),Q4 T1 sigma,mux Q1 T1 (us),muxQ1 T1 sigma,mux Q4 T1 (us),muxQ4 T1 sigma
2025-05-12 14:25:56,60.845364,7.615588,38.587320,6.229548,46.485424,4.323929,44.810563,7.828255
2025-05-12 14:29:12,40.110090,3.451513,39.463147,6.646900,36.019097,2.994773,69.848030,19.426884
2025-05-12 14:32:29,47.506460,4.186487,49.180077,10.429823,47.328906,4.987429,81.553761,21.633408
2025-05-12 14:35:45,39.169000,3.135402,51.869352,10.036242,53.951000,5.692704,56.453276,12.844718
2025-05-12 14:39:01,48.348609,6.035341,63.084881,12.738460,34.349832,3.075782,47.591349,9.756679
2025-05-12 14:42:17,39.644047,3.288227,64.595296,14.549166,35.049636,2.679196,52.299845,9.496480
2025-05-12 14:45:34,44.432515,4.232027,41.769442,6.206044,46.547768,4.256185,72.675915,18.422994
2025-05-12 14:48:50,40.508299,3.452492,66.560351,16.258994,48.715235,5.192819,76.915291,20.783396
2025-05-12 14:52:06,43.337380,3.457358,44.232892,6.364139,41.304366,3.383272,36.858181,5.434716
2025-05-12 14:55:23,39.193574,4.116713,100.040003,33.124645,37.757185,3.128084,55.431205,8.784240
2025-05-12 14:58:39,42.900274,3.848882,41.372368,6.573016,27.894519,2.992135,55.487150,10.553372
2025-05-12 15:01:55,46.251699,4.259658,59.985418,13.007471,38.551159,3.194800,43.329890,6.549102
2025-05-12 15:05:11,36.922901,2.824422,135.832641,64.466783,36.579673,3.633666,55.729200,11.539732
2025-05-12 15:08:28,39.160280,3.383791,46.675653,8.729205,36.344558,3.063517,55.949750,10.663139
2025-05-12 15:11:44,26.140177,3.053917,54.707571,10.786404,28.536902,2.643544,55.656493,11.437137
