timestamp,T2r,T2e,T1
2025-04-22T04:47:14.953709,"[3.8671227549064846, 0.9056330091233646]","[15.480977531392423, 0.26236505268330834]",12.58304325608433
2025-04-22T04:48:03.286162,"[3.003167979005839, 0.938451697030187]","[8.985288013032218, 0.2678654944390675]",12.895610709527817
2025-04-22T04:48:51.627988,"[3.776523297863307, 0.9639063604735467]","[16.853436488407887, 0.26854092900828697]",13.321516647966854
2025-04-22T04:49:39.951979,"[3.0799265521417474, 0.9225266978382529]","[11.264804094223962, 0.2622893655729266]",12.43255363310166
2025-04-22T04:50:28.240945,"[2.718564758634832, 0.9442649853363667]","[9.635699390582147, 0.27866035814882384]",13.747414338820239
2025-04-22T04:51:16.578546,"[3.1905149476300365, 0.9273089894888464]","[9.753737409603007, 0.2651503215383335]",11.65573185049496
2025-04-22T04:52:04.906784,"[2.719754888331648, 0.9504104061451608]","[11.235973405085458, 0.2616963873246898]",11.963178792005035
2025-04-22T04:52:53.236731,"[2.928384670831405, 0.9044263440179074]","[14.375602651610274, 0.2682021257042253]",13.438034667763459
2025-04-22T04:53:41.533888,"[3.990227098634863, 0.9428470656069385]","[8.63078653161573, 0.2691149979457501]",12.069999461417488
2025-04-22T04:54:29.836222,"[3.297484561842868, 0.925430260420375]","[9.018462865739576, 0.2623882903042083]",12.888330939012915
2025-04-22T04:55:18.166600,"[3.1394265977575033, 0.9198629782192476]","[8.865409254613633, 0.26492535283688756]",13.842091683865977
2025-04-22T04:56:06.498377,"[3.0601373697833285, 0.9157505824371617]","[10.041131291943996, 0.2663323782881699]",14.069803395269755
2025-04-22T04:56:54.829689,"[3.5167674810071503, 0.9334259898785002]","[11.958910109531978, 0.265554076253228]",12.868286622299895
2025-04-22T04:57:43.219899,"[3.3170332059071215, 0.9085954792255766]","[13.696723435584474, 0.26314616773057997]",13.548517864746819
2025-04-22T04:58:31.572555,"[3.518024053263148, 0.954466450037017]","[9.778359172065572, 0.2622793341143015]",12.557353675601934
2025-04-22T04:59:19.917125,"[3.8258455617319065, 0.9359806740115579]","[9.092249732977113, 0.2687231092429836]",12.556192134898922
2025-04-22T05:00:08.044696,"[3.635685885478873, 0.9288504838089571]","[11.175493421277508, 0.26767315779847767]",13.032520197719702
