Timestamp,Q1 T1 (us),Q1 T1 sigma,Q1 T4 (us),Q4 T1 sigma,mux Q1 T1 (us),muxQ1 T1 sigma,mux Q4 T1 (us),muxQ4 T1 sigma
2025-05-10 04:13:31,38.825083,2.440780,49.114542,3.574278,24.760891,1.253166,58.959355,4.159668
2025-05-10 04:21:11,46.469637,3.021323,54.279555,4.233173,25.666866,1.166645,52.060127,3.109927
2025-05-10 04:28:52,47.791381,2.301428,49.514242,3.215741,25.205568,1.472888,37.798060,2.102088
2025-05-10 04:36:33,43.263776,2.438325,43.597466,3.169291,16.377931,1.170156,32.210199,9.785107
2025-05-10 04:44:14,29.486927,3.202931,31.235896,13.654687,16.553399,1.713899,49.546781,26.638373
2025-05-10 04:51:55,24.686109,2.225649,59.233409,78.648129,12.173940,1.821169,12.826636,6.829594
2025-05-10 04:59:35,30.031630,3.633186,28.098722,12.517440,18.708013,1.753496,66.703136,74.715690
2025-05-10 05:07:16,35.993747,4.303507,5.928510,inf,17.341356,2.385440,36.609698,36.389429
2025-05-10 05:14:57,27.819144,2.897728,13.313587,7.952469,14.931528,1.801092,84.425736,118.749645
2025-05-10 05:22:37,22.967420,2.472185,16.898355,8.895069,13.443520,2.106878,46.950697,39.821092
2025-05-10 05:30:18,28.527262,2.251663,66.238366,68.743561,16.026167,1.529667,53.862507,10.652129
2025-05-10 05:37:59,34.916459,2.390343,44.903969,3.694402,18.812726,0.936010,59.724442,5.484019
2025-05-10 05:45:39,37.976769,2.506125,42.902924,3.412456,19.651014,1.130272,32.498073,1.843771
2025-05-10 05:53:20,37.799417,2.530184,43.458102,3.085192,24.405594,1.488349,36.625018,2.711812
2025-05-10 06:01:01,37.232647,1.760957,40.030910,3.030207,23.847695,1.084853,51.596803,3.764806
2025-05-10 06:08:41,43.604288,2.564929,52.658886,4.001080,22.986152,1.067667,57.163588,3.674587
2025-05-10 06:16:22,35.704463,1.962622,55.365208,3.832716,21.410755,1.705797,52.296169,3.646275
2025-05-10 06:24:03,39.399347,2.845485,65.067413,5.470192,21.692129,1.366348,56.834187,4.191155
2025-05-10 06:31:44,33.553113,1.801409,54.127546,3.847660,21.603139,1.128906,51.653402,2.673371
2025-05-10 06:39:24,44.454309,2.383658,58.685198,4.726757,28.478220,1.872145,64.350714,4.179123
2025-05-10 06:47:05,48.515929,3.948706,54.165691,3.797229,24.999821,1.228819,54.990975,3.720583
2025-05-10 06:54:46,42.207210,2.372047,54.116760,4.253077,24.946757,1.418791,57.139416,3.806599
2025-05-10 07:02:26,34.563855,1.976235,56.076569,4.413698,19.808281,1.066650,51.719936,3.710229
2025-05-10 07:10:07,36.367077,1.896881,52.267333,3.270958,21.803304,0.805566,50.641051,3.252866
2025-05-10 07:17:48,36.008203,1.728758,56.851969,3.993041,20.157743,0.910422,55.450075,3.690197
2025-05-10 07:25:28,45.096431,3.096000,53.471109,3.248570,21.948091,0.932164,54.917470,3.457933
2025-05-10 07:33:09,41.132711,2.214811,51.100822,3.547217,28.006871,1.266830,69.899519,6.022441
2025-05-10 07:40:50,43.192770,2.154046,54.506729,3.479669,26.033298,1.387817,51.250736,3.225404
2025-05-10 07:48:30,43.932070,2.346218,48.446384,2.974947,23.258208,1.065832,45.812293,2.687542
2025-05-10 07:56:11,37.768484,1.636880,48.850075,2.692128,24.187310,1.139099,60.560667,3.719787
2025-05-10 08:03:52,38.023353,1.838495,49.914950,2.839883,24.473499,1.431521,56.651136,3.795034
2025-05-10 08:11:33,42.781969,2.553103,53.844477,3.499266,24.073823,1.228520,52.337846,3.078170
2025-05-10 08:19:13,41.468177,1.862227,48.036700,2.416825,24.870550,1.225942,53.378361,2.725557
2025-05-10 08:26:54,37.371521,2.031620,60.463735,3.915574,23.954294,1.114024,55.183606,3.256119
2025-05-10 08:34:35,36.741039,1.844326,55.854747,3.283534,23.800458,1.284935,57.566318,3.699534
2025-05-10 08:42:16,43.676097,2.453051,48.625315,3.000732,25.744210,1.117544,51.741153,3.175386
2025-05-10 08:49:56,37.508034,1.982149,53.568142,3.213297,22.686599,1.064869,58.130552,3.665692
2025-05-10 08:57:37,37.560862,1.477491,52.809442,3.033258,19.033112,0.788327,56.144840,3.742284
2025-05-10 09:05:18,38.003443,1.718812,56.922459,3.435468,19.777019,0.907162,52.392800,2.711040
2025-05-10 09:12:59,38.677532,1.879604,56.863155,3.880908,19.957036,0.864020,60.168038,4.401142
2025-05-10 09:20:39,42.188652,2.397093,58.738790,3.574473,23.844063,1.337738,55.399816,3.893310
2025-05-10 09:28:20,44.197770,2.437536,51.027670,3.323581,24.793700,1.316024,47.406877,3.091837
2025-05-10 09:36:01,38.916343,1.459890,50.509207,2.332356,22.776518,1.109793,52.994769,2.169504
2025-05-10 09:43:41,35.682286,1.387821,55.690014,4.570441,23.761124,1.208603,53.560293,3.524040
2025-05-10 09:51:22,43.410152,2.274279,55.927165,3.897772,19.883044,1.149772,55.224036,3.503314
2025-05-10 09:59:03,33.690099,1.589871,55.442770,3.023773,20.845692,0.945730,57.426476,3.774062
